ID,LATITUDE,LONGITUDE,SCHOOLNAME,ADDRESS,CITY,STATE
79,30.08171042,-90.48215851,Ascension of Our Lord School (C),1809 Greenwood Drive,LaPlace,LA
80,30.1404115,-90.9487569,Ascension Parish Alternative School,38608 Hwy 22,Darrow,LA
81,30.20210608,-92.01296248,Ashton Grace Montessori,131 South Audubon Blvd.,Lafayette,LA
82,31.71259045,-91.95935175,ASPIRE,180 Creek Bend Road,Jonesville,LA
83,29.96441128,-91.77576006,Assembly Christian School (AG),4219 East Admiral Doyle,New Iberia,LA
84,29.94141371,-91.02265821,Assumption High School,4880 Highway 308,Napoleonville,LA
85,32.6182821,-93.00645048,Athens High School,15520 Highway 9,Athens,LA
86,32.4355834,-93.75865154,Atkins Technology Elementary School,7611 St.Vincent Avenue,Shreveport,LA
87,31.80649089,-92.73275206,Atlanta School,118 School Road,Atlanta,LA
88,30.00921132,-90.21676058,Atonement Lutheran School,6500 Riverside Drive,Metairie,LA
89,29.9341121,-90.12946082,Audubon Charter School,428 Broadway Street,New Orleans,LA
90,30.44660923,-91.06575459,Audubon Elementary School,10730 Goodwood Blvd,Baton Rouge,LA
91,30.051312,-89.97826123,Auntie B. Preschool and Kindergarten,8001 Lafourche Street,New Orleans,LA
92,30.01823601,-90.05623006,Avery Alexander School,5800 St. Roch Avenue,New Orleans,LA
93,29.90321108,-91.91075992,Avery Island Elementary School,Hwy 329 Avery Island Road,Avery Island,LA
94,30.97439262,-92.03426275,Avoyelles Correctional Center,1630 Prison Road,Cottonport,LA
95,31.03459306,-91.97346141,Avoyelles High School,287 Main Street,Moreauville,LA
96,31.05679116,-92.12086125,Avoyelles Parish Alternative Site (APAS),4137 E School Street,Hesmer,LA
97,31.08089124,-92.04696119,Avoyelles Public Charter School,201 Longfellow Rd,Mansura,LA
98,30.8279062,-91.3801543,Bains Elementary School,9792 Bains Road,St. Francisville,LA
99,30.8279062,-91.3801543,Bains Lower Elementary School,9794 Bains Road,St. Francisville,LA
100,30.58360808,-91.1340541,Baker Alternative School,6009 Groom road,Baker,LA
101,30.58380801,-91.1599541,Baker Heights Elementary School,3750 Harding Street,Baker,LA
102,30.58820797,-91.16705409,Baker High School,3200 Groom Road,Baker,LA
103,30.58400808,-91.1349541,Baker Middle School,5903  Groom Road,Baker,LA
104,30.580908,-91.1757541,Bakerfield Elementary School,2550 South Street,Baker,LA
105,29.8357136,-91.54445802,Baldwin Elementary School,504 Main Street,Baldwin,LA
106,31.41708921,-92.40515736,Ball Elementary School,89 Camp Livingston Road,Ball,LA
107,29.99921063,-91.81736037,Bank Avenue Elementary School,500 Bank Avenue,New Iberia,LA
108,30.51450851,-91.16845417,Banks Elementary School,2401 72nd Avenue,Baton Rouge,LA
109,30.01345829,-90.01097329,Barbara Jordan Elementary School,4348 Reynes Street,New Orleans,LA
110,30.23279951,-93.21536021,Barbe Elementary School,400 Penn Street,Lake Charles,LA
111,32.48309269,-92.10935308,Barkdull Faulk Elementary School,2110 Jackson Street,Monroe,LA
112,32.48618326,-93.75225173,Barret Elementary School,2600 Barret Street,Shreveport,LA
113,30.48669652,-92.59555923,Basile High School,2835 2nd Street,Basile,LA
114,32.31699546,-91.71005233,Baskin School,1926 Hwy 857,Baskin,LA
115,32.78839517,-91.91815408,Bastrop High School,402 Highland Avenue,Bastrop,LA
116,30.44410909,-91.1595545,Baton Rouge High School,2825 Government St,Baton Rouge,LA
117,30.45830915,-91.06285453,Baton Rouge Lutheran School,10925 Florida Boulevard,Baton Rouge,LA
118,30.50020867,-91.14425421,Baton Rouge Marine Institute  Inc.,5555 Beechwood Dr,Baton Rouge,LA
119,30.51810857,-91.1304542,Baton Rouge Preparatory Academy,5959 Cadillac Street,Baton Rouge,LA
120,30.42770924,-91.1520546,Baton Rouge Visual and Performing Arts Center,2040 So Acadian Thwy,Baton Rouge,LA
121,29.62411518,-90.91005905,Bayou Black Elementary School,4449 Bayou Black Drive,Houma,LA
122,29.60181336,-90.63885902,Bayou Blue Elementary School,1916 Bayou Blue Road,Houma,LA
123,29.64171331,-90.68035906,Bayou Blue Middle School,196 Mazerac Street,Houma,LA
124,29.76861225,-90.5598593,Bayou Boeuf Elementary School,4138 Hwy 307,Thibodaux,LA
125,30.8141925,-92.35076171,Bayou Chicot Elementary School,4576 U.S. Highway 167 North,Ville Platte,LA
126,30.31530896,-89.94465893,Bayou Lacombe Middle School,27527 St. Joseph,Lacombe,LA
127,29.74021238,-90.55635931,Bayou Lafourche Marine Institute,942 Hwy 90 East,Raceland,LA
128,29.71011588,-91.07725881,Bayou L'Ourse Primary School,216 Lark Drive,Morgan City,LA
129,29.687116,-91.26335849,Bayou Vista Elementary School,1155 Delmar Street,Morgan City,LA
130,30.28761073,-89.80686151,Bayou Woods Elementary School,35614 Liberty Drive,Slidell,LA
131,30.40740308,-91.96996416,Beau Chene High School,7076 Hwy. 93,Arnaudville,LA
132,30.84109159,-93.27195271,Beauregard Alternative School,506 Martin Luther King Drive,DeRidder,LA
133,32.92629616,-91.88695387,Beekman Junior High School,15190 A. M. Baker Road,Bastrop,LA
134,30.47830681,-90.09355636,Beginnings-A Montessori School,502 North Florida,Covington,LA
135,30.46670912,-91.0478545,Belaire High School,12121 Tams Drive,Baton Rouge,LA
136,30.46770893,-91.14525439,Belfair Montessori School,4451 Fairfields Ave,Baton Rouge,LA
137,29.87961268,-90.03176096,Believer's Life Christian Academy (AG),501 Lapalco Blvd.,Gretna,LA
138,30.11170118,-92.92515617,Bell City High School,7161 Highway 14 East,Bell City,LA
139,32.48658339,-93.67885133,Bellaire Elementary School,1310 Bellaire Boulevard,Bossier City,LA
140,29.82591289,-90.01396083,Belle Chasse Academy,100 Fifth Street NAS JRB,Belle Chasse,LA
141,29.85551291,-89.98536113,Belle Chasse High School,8346 Highway 23,Belle Chasse,LA
142,29.85546991,-89.98532813,Belle Chasse High School,8346 Highway 23,Belle Chasse,LA
143,29.7201132,-89.99826037,Belle Chasse Middle School,13476 Highway 23,Belle Chasse,LA
144,29.89841283,-89.98336133,Belle Chasse Primary School,539 F. Edward Hebert Blvd.,Belle Chasse,LA
145,30.00981097,-91.7477603,Belle Place Middle School,4110 Loreauville Road,New Iberia,LA
146,30.04641267,-91.04545763,Belle Rose Middle School,7177 Highway 1,Belle Rose,LA
147,30.04801265,-91.04175761,Belle Rose Primary School,7100 Highway 308,Belle Rose,LA
148,30.51510887,-90.99275432,Bellingrath Hills Elementary School,6612 Audusson,Greenwell Springs,LA
149,29.93981206,-90.13306082,Benjamin Banneker Elementary School,421 Burdette Street,New Orleans,LA
150,29.9231122,-90.11446083,Benjamin Franklin Elem. Math-Science Magnet,1116 Jefferson Ave.,New Orleans,LA
151,30.02401189,-90.06576095,Benjamin Franklin High School,2001 Leon C. Simon Drive,New Orleans,LA
152,30.7384031,-89.89835344,Ben's Ford Christian School (B),59253 Mt. Pleasant Road #2,Bogalusa,LA
153,32.69618473,-93.7194519,Benton Elementary School,562 Highway 162,Benton,LA
154,32.66518453,-93.74745206,Benton High School,6136 Highway 3,Benton,LA
155,32.66528453,-93.74745206,Benton Middle School,6140 Highway 3,Benton,LA
156,30.4729089,-91.13925437,Berean Seventh-day Adventist Academy,5100 Osborne Avenue,Baton Rouge,LA
157,32.47149289,-92.08895301,Berg Jones Elementary School,3000 Berg Jones Lane,Monroe,LA
158,30.44700909,-91.1470545,Bernard Terrace Elementary School,241 Edison Street,Baton Rouge,LA
159,32.81578426,-92.66495067,Bernice High School,119 8th Street,Bernice,LA
160,29.69541606,-91.2191586,Berwick Elementary School,400 Texas Street,Berwick,LA
161,29.71481613,-91.24135871,Berwick High School,700 Patti Drive,Berwick,LA
162,29.71021613,-91.24645867,Berwick Junior High School,3955 Hwy. 182,Berwick,LA
163,30.57360817,-91.12885412,Bethany Christian School,13855 Plank Road,Baker,LA
164,32.49828653,-92.64285229,Bethel Christian School,2901 Winona Drive,Ruston,LA
165,30.25039937,-92.65515909,Bethel Christian School (B),15147 Highway 102,Jennings,LA
166,31.58599826,-91.49975185,Bethel Missionary School,204 Airport Road,Vidalia,LA
167,32.46428311,-93.81225197,Bethune Middle School,4331 Henry Street,Shreveport,LA
168,32.36288492,-92.98995047,Bienville Educational Center,8684 Hwy 507,Bienville,LA
169,30.010465,-90.07780608,Bienville Elementary School,1456 Gardena Street,New Orleans,LA
170,32.35708509,-92.97765051,Bienville High School,325 Main Street  Hwy 507,Bienville,LA
171,30.01531245,-89.98276157,Bishop McManus School,8801 Chef Menteur Hwy.,New Orleans,LA
172,30.23009949,-93.20976016,Bishop Noland Episcopal Day School,715 Kirkman Street,Lake Charles,LA
173,30.01231127,-90.21956053,Bissonet Plaza Elementary School,6818 Kawanee Avenue,Metairie,LA
174,32.58138361,-93.88755319,Blanchard Elementary School,402 Birch Avenue,Shreveport,LA
175,31.62799229,-91.81645189,Block High School,300 Division Street,Jonesville,LA
176,30.77970246,-89.86605285,Bogalusa High School,100 M.J. Israel Drive,Bogalusa,LA
177,30.77000252,-89.85445308,Bogalusa Middle School,1403 North Avenue,Bogalusa,LA
178,32.51799246,-92.14305323,Boley Elementary School,2213 Cypress Street,West Monroe,LA
179,31.2945896,-92.45515811,Bolton High School,2101 Vance Avenue,Alexandria,LA
180,32.91839611,-91.67395366,Bonita Elementary School,12850 Henry Street,Bonita,LA
181,30.29051108,-89.76716212,Bonne Ecole Elementary School,900 Rue Verand,Slidell,LA
182,29.94967423,-90.088774,Booker T. Washington Career and Technical Ct,1201 South Roman Street,New Orleans,LA
183,29.33581802,-89.40656106,Boothville-Venice Elementary School,1 Oiler Drive,Boothville,LA
184,32.52198341,-93.73745175,Bossier Elementary School,322 Colquitt Street,Bossier City,LA
185,32.51778339,-93.73145171,Bossier High School,777 Bearkat Drive,Bossier City,LA
186,32.54488351,-93.77625207,Bossier Parish Technical School,2010 North Market Street,Shreveport,LA
187,29.38841342,-90.61765897,Boudreaux Canal/Little Caillou School,208 Dr. Hugh St. Martin Road,Chauvin,LA
188,29.55571342,-90.60115895,Bourg Elementary School,4413 St. Andrew Street,Bourg,LA
189,29.90331153,-90.38115979,Boutte Christian Academy (AG),13271 Highway 90,Boutte,LA
190,30.29321113,-89.7389625,Boyet Junior High School,59295 Rebel Drive,Slidell,LA
191,30.34920136,-92.24706204,Branch Elementary School,8362 Branch Highway,Branch,LA
192,30.26860603,-91.90456308,Breaux Bridge Elementary School,702 West Bridge Street,Breaux Bridge,LA
193,30.25380669,-91.85846305,Breaux Bridge High School,1015 Breaux Bridge High School Rd.,Breaux Bridge,LA
194,30.27490595,-91.90136309,Breaux Bridge Junior High School,100 Martin Street,Breaux Bridge,LA
195,30.27900597,-91.89286309,Breaux Bridge Primary School,1020 East Bridge Street,Breaux Bridge,LA
196,32.50258326,-93.73905172,Brentwood Behavioral Alt. School,1006 Highland Avenue,Shreveport,LA
197,30.18849967,-93.20065996,Brentwood Elementary School,3825 Brentwood Avenue,Lake Charles,LA
198,32.8312993,-91.18615397,Briarfield Academy,301 Riddle Lane,Lake Providence,LA
199,29.92991192,-90.17216066,Bridge City Elementary School,1805 Bridge City Avenue,Bridge City,LA
200,29.98231165,-90.18496077,Bridgedale Elementary School,808 Zinnia Street,Metairie,LA
201,30.465609,-91.11315444,Brighter Horizon School of Baton Rouge,1896 Wooddale Boulevard,Baton Rouge,LA
202,30.40600954,-91.04565484,Brighton School,12108 Parkmeadow Avenue,Baton Rouge,LA
203,30.44360923,-91.07905459,Broadmoor Elementary School,9650 Goodwood Blvd,Baton Rouge,LA
204,29.63291363,-90.74315902,Broadmoor Elementary School,1010 Broadmoor Avenue,Houma,LA
205,30.17300611,-92.060662,Broadmoor Elementary School,609 Broadmoor Boulevard,Lafayette,LA
206,32.46348338,-93.73185151,Broadmoor Middle Laboratory School,441 Atlantic Street,Shreveport,LA
207,30.44300925,-91.06665461,Broadmoor Middle School,1225 Sharp Road,Baton Rouge,LA
208,30.44360923,-91.0755546,Broadmoor Senior High School,10100 Goodwood Blvd.,Baton Rouge,LA
209,30.49090878,-91.12825428,Brookstown Elementary School,4375 East Brookstown,Baton Rouge,LA
210,30.00311219,-90.05916124,Brother Martin Junior High School (Boys) (C),4401 Elysian Fields Ave.,New Orleans,LA
211,30.00311219,-90.05916124,Brother Martin Sr. High School (Boys) (C),4401 Elysian Fields Ave.,New Orleans,LA
212,30.12930761,-91.96506189,Broussard Middle School,1325 South Morgan Avenue,Broussard,LA
213,32.99598581,-93.46425107,Brown Middle School,804 4th St. SW,Springhill,LA
214,30.5541083,-91.13455414,Brownfields Baptist Academy,11988 Plank Road,Baton Rouge,LA
215,30.55140833,-91.13055415,Brownfields Elementary School,11615 Ellen Drive,Baton Rouge,LA
216,33.01498591,-93.46715102,Browning Elementary School,505 Herrington Dr,Springhill,LA
217,30.38940936,-91.25635481,Brusly Elementary School,400 South LaBauve Ave.,Brusly,LA
218,30.39300942,-91.23855469,Brusly High School,630 Frontage Road,Brusly,LA
219,30.39040945,-91.23285471,Brusly Middle School,601 North Kirkland,Brusly,LA
220,30.42510923,-91.17225459,Buchanan Elementary School,1222 East Buchanan,Baton Rouge,LA
221,31.3666893,-92.18995816,Buckeye Elementary School,642 Highway 1207,Deville,LA
222,31.3648893,-92.18505815,Buckeye High School,715 Highway 1207,Deville,LA
223,29.97541147,-90.2264606,Bunche Academy for High School Preparation,8101 Simon Street,Metairie,LA
224,30.94949171,-92.18326217,Bunkie Elementary School,311 Pershing Avenue,Bunkie,LA
225,30.95349172,-92.17796216,Bunkie High School,435 Evergreen Street,Bunkie,LA
226,30.95739168,-92.17836211,Bunkie Middle School,205 South Cottonwood Street,Bunkie,LA
227,29.35391693,-89.52556065,Buras High School,1 Wildcat Drive,Buras,LA
228,29.36781645,-89.56985998,Buras Middle School,34158 Hwy. 11 North,Buras,LA
229,32.52378343,-93.73185172,Butler Educational Complex,649 Wyche Street,Bossier City,LA
230,30.75960267,-89.86185322,Byrd Avenue Elementary School,1600 Byrd Avenue,Bogalusa,LA
231,30.45049801,-93.42725639,C. Paul Phelps Correctional Center,14925 Hwy 27,DeQuincy,LA
232,30.21650592,-92.00576265,C.A.P.S Continuing Academic Program School,516 East Pinhook St,Lafayette,LA
233,32.4801833,-93.74595167,C.E. Byrd High School,3201 Line Avenue,Shreveport,LA
234,29.94533477,-89.97834959,C.F. Rowley School,49 Madison Avenue,Chalmette,LA
235,29.98121213,-90.08826111,Cabrini High School (Girls) (C),1400 Moss Street,New Orleans,LA
236,32.45378329,-93.77155169,Caddo Career & Tech Center,5950 Union Avenue,Shreveport,LA
237,32.4638833,-93.76315169,Caddo Heights Elementary School,1702 Corbitt Street,Shreveport,LA
238,32.5541835,-93.81425241,Caddo Learning Center,2550 Thomas E. Howard Drive,Shreveport,LA
239,32.44788332,-93.76955165,Caddo Middle Career and Technology School,6310 Clift Street,Shreveport,LA
240,32.49628328,-93.7202516,Caddo Parish Magnet High School,1601 Viking Drive,Shreveport,LA
241,32.43428346,-93.74345145,Caddo Parish Middle Magnet School,7635 Cornelious Drive,Shreveport,LA
242,29.96021254,-90.01606129,Caffin Avenue Christian Academy (SDA),1019 Caffin Avenue,New Orleans,LA
243,30.24229919,-93.17635995,Calcasieu Career Center,2903 Opelousas Street,Lake Charles,LA
244,29.71951373,-90.81215905,Caldwell Middle School,445 Hwy. 311,Schriever,LA
245,32.05989152,-92.09885116,Caldwell Parish High School,163 Spartan Drive,Columbia,LA
246,32.06069154,-92.09675116,Caldwell Parish Junior High School,114 Trojan Drive,Columbia,LA
247,32.50578969,-92.36135299,Calhoun Elementary School,237 Calhoun Road,Calhoun,LA
248,32.52029024,-92.32705305,Calhoun Middle School,191 Highway 80,Calhoun,LA
249,32.40318348,-93.76315141,Calvary Baptist Academy,9333 Linwood Avenue,Shreveport,LA
250,29.92971254,-90.03316112,Calvary Baptist School,2401 General DeGaulle Drive,New Orleans,LA
251,30.36270982,-91.07775505,Calvary Christian School,9611 Seigen Lane,Baton Rouge,LA
252,31.96799038,-92.77525129,Calvin High School,223 Second Street,Calvin,LA
253,29.78611552,-91.10645875,Cameron Elementary School,753 Oak Grove Hwy,Grand Chenier,LA
254,29.9061124,-91.6682588,Canal Street Elementary School,800 Canal Street,Jeanerette,LA
255,30.41270233,-92.03496424,Cankton Elementary School,602 Main Street,Cankton,LA
256,30.46280898,-91.13815442,Capitol Middle School,5100 Greenwell Springs Rd.,Baton Rouge,LA
257,30.45750897,-91.16475442,Capitol Pre-College Academy for Boys,1000 North 23rd,Baton Rouge,LA
258,30.45750897,-91.16475442,Capitol Pre-College Academy for Girls,1000 North 23rd,Baton Rouge,LA
259,32.44828349,-93.71075132,Captain Shreve High School,6115 East Kings Highway,Shreveport,LA
260,32.75779493,-91.92515413,Career Center,1607 M.L. King South,Bastrop,LA
261,32.52439325,-92.0707533,Career Development Center,300 Sherrouse Avenue,Monroe,LA
262,30.31760379,-92.05106324,Carencro Catholic Elementary School(C),200 West St.Peter Street,Carencro,LA
263,30.31560392,-92.04186329,Carencro Heights Elementary School,601 Tee Ma Road,Carencro,LA
264,30.2879044,-92.04166304,Carencro High School,721 West Butcher Switch Road,Lafayette,LA
265,30.30370405,-92.04946313,Carencro Middle School,4301 North University,Carencro,LA
266,30.28741076,-89.80386156,Carolyn Park Middle School,35708 Liberty Drive,Slidell,LA
267,32.90158585,-93.69875321,Carrie Martin Elementary School,600 South Perrin Street,Plain Dealing,LA
268,32.51439304,-92.08685325,Carroll High School,2939 Renwick Street,Monroe,LA
269,32.51459302,-92.08845325,Carroll Junior High School,2913 Renwick Street,Monroe,LA
270,31.09259039,-92.40345962,Carter C. Raymond Middle School,2510 St. Charles,Lecompte,LA
271,29.93958926,-90.09009797,Carter G. Woodson Middle School,2514 Third Street,New Orleans,LA
272,32.76279494,-91.90245408,Carver Elementary School,1510 Elm Street,Bastrop,LA
273,30.84459157,-93.27185272,Carver Elementary School,205 Martin Luther King Drive,DeRidder,LA
274,32.50039292,-92.0915532,Carver Elementary School,1700 Orange Street,Monroe,LA
275,29.99329335,-90.03855932,Carver Middle School,3019 Higgins Boulevard,New Orleans,LA
276,32.25168563,-93.16534877,Castor High School,140 Front Street,Castor,LA
277,30.21550825,-91.70966178,Catahoula Elementary School,1016-A Catahoula School Hwy.,St. Martinville,LA
278,29.96031231,-90.06546112,Cathedral Academy (St. Louis Cathedral)(C),820 Dauphine Street,New Orleans,LA
279,30.22460563,-92.02286261,Cathedral Carmel School (C),848 St.John Street,Lafayette,LA
280,29.90431187,-90.20856047,Catherine Strehle Elementary School,178 Millie Drive,Avondale,LA
281,30.69490632,-91.43585548,Catholic Elementary School of Pointe Coupee(C),304 Napoleon Street,New Roads,LA
282,30.69590632,-91.43715548,Catholic High of Pointe Coupee (C),504 Fourth Street,New Roads,LA
283,30.44030913,-91.15695453,Catholic High School (Boys) (C),855 Hearthstone Drive,Baton Rouge,LA
284,29.99031063,-91.83156035,Catholic High School (C),1301 DeLaSalle Drive,New Iberia,LA
285,30.44030913,-91.15695453,Catholic Junior High School (Boys) (C),855 Hearthstone Drive,Baton Rouge,LA
286,30.33690553,-91.84516294,Cecilia High School,2397 Cecilia Sr. High School Hwy.,Cecilia,LA
287,30.33690549,-91.84846296,Cecilia Junior High School,1038 School Road Ext.,Cecilia,LA
288,30.33870543,-91.85216298,Cecilia Primary School,1021 Alcide Bonin Road,Cecilia,LA
289,32.55618636,-92.62105227,Cedar Creek School,2400 Cedar Creek Drive,Ruston,LA
290,30.42470938,-91.06795471,Cedarcrest-Southmoor Elementary School,10187 Twin Cedars,Baton Rouge,LA
291,30.39720759,-90.11415683,Cedarwood School,607 Heavens Drive,Mandeville,LA
292,29.9683273,-90.06111516,Center for Real World Options,1815 St. Claude,New Orleans,LA
293,29.99001062,-91.83436035,Center Street Elementary School,1520 Center Street,New Iberia,LA
294,29.76081488,-91.43855864,Centerville High School,9225 Highway 182 West,Centerville,LA
295,29.71271608,-91.20775872,Central Catholic School (C),2100 Cedar Street  Unit 1,Morgan City,LA
296,32.48008286,-93.23684982,Central Elementary School,5701 Hwy 531,Dubberly,LA
297,32.48318979,-92.3537529,Central Elementary School,1163 Highway 151 S,Calhoun,LA
298,30.27191025,-90.90435598,Central Elementary School,14101 Roddy Road,Gonzales,LA
299,32.50078319,-93.76365187,Central Elementary School,1627 Weinstock Street,Shreveport,LA
300,32.50168315,-93.78125199,Central Free Methodist School,2755 Ashton Street,Shreveport,LA
301,30.54100867,-91.01955423,Central High School,10200 E Brookside,Baton Rouge,LA
302,31.32729192,-91.88675624,Central High School,244 Larto Bayou Road,Jonesville,LA
303,29.69431257,-90.55475922,Central Lafourche High School,4820 Hwy 1,Raceland,LA
304,31.32378949,-92.43635798,Central Louisiana State Hospital,242 W Shamrock Street Unit 8B,Pineville,LA
305,30.55340854,-91.03625419,Central Middle School,11526 Sullivan Road,Baton Rouge,LA
306,30.48989754,-92.40606129,Central Middle School,602 S. Martin Luther King Drive,Eunice,LA
307,32.50888334,-93.71525161,Central Park Elementary School,900 Central Park Boulevard,Bossier City,LA
308,30.56600839,-91.06045415,Central Private School,12801 Centerra Court,Baker,LA
309,30.24010303,-92.26786115,Central Rayne Kindergarten School,507 North Polk Street,Rayne,LA
310,32.08908485,-93.80874783,Central School Corporation,1035 East 2nd Street,Grand Cane,LA
311,29.78001343,-90.81815896,Chackbay Elementary School,301 School Lane,Thibodaux,LA
312,30.31150902,-89.94255899,Chahta-Ima Elementary School,27488 Pichon Road,Lacombe,LA
313,29.93901292,-89.95426188,Chalmette High School,1100 East Judge Perez Dr.,Chalmette,LA
314,29.94728778,-89.97671162,Chalmette Middle School,75 East Chalmette Circle,Chalmette,LA
315,30.53540737,-91.30535539,Chamberlin Elementary School,6024 Section Road,Port Allen,LA
316,30.48400682,-90.33645511,Champ Cooper Elementary School,42530 Highway 445,Ponchatoula,LA
317,30.42370922,-91.18475459,Charity Christian Academy,650 West McKinley Street,Baton Rouge,LA
318,29.96866234,-90.05424818,Charles J. Colton Middle School,2300 St. Claude Avenue,New Orleans,LA
319,30.18090499,-92.17116148,Charles M. Burke Elementary School,2845 Ridge Rd.,Duson,LA
320,32.52168343,-93.72045165,Charlotte Ann Mitchell Educational Center,1518 Cox Street,Bossier City,LA
321,30.56879681,-92.31256249,Chataignier Elementary School,5762 Vine Street,Chataignier,LA
322,30.03331092,-90.25436012,Chateau Estates Elementary School,4121 Medoc Drive,Kenner,LA
323,31.26538973,-92.47635822,Cherokee Elementary School,5700 Prescott Road,Alexandria,LA
324,32.54228353,-93.75945193,Cherokee Park Elementary School,2010 East Algonquin Trail,Shreveport,LA
325,32.79659516,-91.882754,Cherry Ridge Elementary School,6281 Cherry Ridge Road,Bastrop,LA
326,30.84840466,-90.45495012,Chesbrough Elementary School,68495 Highway 1054,Kentwood,LA
327,30.43220914,-91.18925453,Children's Charter School,900 Mcclung Street,Baton Rouge,LA
328,32.50839262,-92.12305322,Children's House Montessori School,902 Walnut Street,Monroe,LA
329,29.88481319,-91.53185754,Chitimacha Tribal School,3613 Chitimacha Trail,Jeanerette,LA
330,32.52838776,-92.49835274,Choudrant Elementary School,160 Walker Road,Choudrant,LA
331,32.52928762,-92.51155269,Choudrant High School,2555 Hwy. 80,Choudrant,LA
332,30.47300686,-90.09525639,Christ Episcopal School,120 S New Hampshire,Covington,LA
333,29.90651263,-90.02576107,Christ the King School (C),2106 Deerfield Road,Terrytown,LA
334,32.4067971,-91.17325271,Christian Acres Alternative School,200 Loop Road,Tallulah,LA
335,29.98811209,-90.09226111,Christian Brothers School (Boys) (C),8 Friederichs Avenue,New Orleans,LA
336,30.39970949,-91.12965478,Christian Life Academy,2037 Quail Drive,Baton Rouge,LA
337,30.40090085,-92.21006272,Church Point Elementary School,415 East Lougarre Street,Church Point,LA
338,30.40050085,-92.21076271,Church Point High School,305 East Lougarre Street,Church Point,LA
339,30.40950056,-92.22606265,Church Point Middle School,340 Martin Luther King Drive,Church Point,LA
340,32.81248163,-93.0558504,Claiborne Academy,6741 Hwy. 79,Haynesville,LA
341,32.79478166,-93.06735037,Claiborne Alternative School Setting (CLASS),626 Bonner Street,Homer,LA
342,32.52009205,-92.18305322,Claiborne Christian School (CG),320 Laird Street,West Monroe,LA
343,30.50450864,-91.14355421,Claiborne Elementary School,4700 Denham Street,Baton Rouge,LA
344,32.47808321,-93.77485183,Claiborne Fundamental Elementary School,2345 Claiborne Avenue,Shreveport,LA
345,32.53169198,-92.19625324,Claiborne School,1011 Wallace Dean Road,West Monroe,LA
346,32.4894928,-92.10045313,Clara Hall Accelerated School,1000 Plum Street,Monroe,LA
347,29.93431288,-89.96146176,Classique Montessori School,715 E St. Bernard Hwy.,Chalmette,LA
348,30.31231077,-89.75356192,Clearwood Junior High School,130 Clearwood Drive,Slidell,LA
349,30.85880606,-91.02235393,Clinton Elementary School,10701 Reiley Street,Clinton,LA
350,30.85860607,-91.0115539,Clinton High School,10410 Plank Road,Clinton,LA
351,30.87320591,-91.01555395,Clinton Middle School,12126 Liberty Street,Clinton,LA
352,31.54549424,-92.92214964,Cloutierville Elementary School,155 Schoolhouse Rd.,Cloutierville,LA
353,30.45890886,-91.21745436,Cohn Elementary School,806 North 14th Street,Port Allen,LA
354,31.5143922,-92.71085276,Colfax Elementary School,250 Third Street,Colfax,LA
355,30.19219969,-93.22316024,College Oaks Elementary School,3618 Ernest Street,Lake Charles,LA
356,32.68739483,-91.87265381,Collinston Elementary School,4619 Keller Drive,Collinston,LA
357,32.08759171,-92.0909512,Columbia Elementary School,205 Church Street,Columbia,LA
358,30.26399915,-93.19185985,Combre/Fondel Elementary School,2115 Fitzenrieter Rd.,Lake Charles,LA
359,30.4997089,-91.04745431,Comite Christian Academy (B),12250 Greenwell Springs Road,Baton Rouge,LA
360,30.48890894,-90.96085448,Community Christian Academy,400 River Road North,Denham Springs,LA
361,30.46730887,-91.17365436,Community School For Apprenticeship Learning,1555 Madison Ave,Baton Rouge,LA
362,31.6196965,-91.56445177,Concordia Education Center,160 Kindergarten Road,Ferriday,LA
363,29.89401227,-90.12246072,Concordia Lutheran School,6700 B Westbank Expressway,Marrero,LA
364,29.85011251,-90.10136065,Congetta Trippe Janet Elementary School,2500 Bent Tree Lane,Marrero,LA
365,29.89671236,-90.0983608,Conquering Word Christian Academy,812 Ave. F,Marrero,LA
366,31.78508708,-93.69754525,Converse High School,400 Wildcat Drive,Converse,LA
367,32.08308341,-93.96084798,Cool Springs School,1199 Cool Springs Road,Logansport,LA
368,32.54888366,-93.66445137,Cope Middle School,4814 Shed Road,Bossier City,LA
369,30.63420757,-91.19045405,Copper Mill Elementary School,1300 Independence Blvd.,Zachary,LA
370,30.05000928,-91.90376106,Coteau Elementary School,2414 Coteau Road,New Iberia,LA
371,29.65701347,-90.74395905,Coteau-Bayou Blue Elementary School,2550 Coteau Road,Houma,LA
372,32.81958429,-93.39665027,Cotton Valley High School,6245 Hwy. 150,Cotton Valley,LA
373,30.98199242,-92.05316249,Cottonport Elementary School,950 Lemoine Street,Cottonport,LA
374,30.44860908,-91.1435545,Country Day School of Baton Rouge,4455 North Boulevard,Baton Rouge,LA
375,30.47500684,-90.1053563,Covington Elementary School,325 South Jackson Street,Covington,LA
376,30.49500666,-90.13375596,Covington High School,73030 Lion Drive,Covington,LA
377,30.47660683,-90.10255631,Covington Montessori School,116 N. Monroe Street,Covington,LA
378,30.48480675,-90.10175625,Covington Pathways School,801 North Tyler Street,Covington,LA
379,32.55788351,-92.90025102,Crawford Elementary School,935 Daniel Street,Arcadia,LA
380,30.37620936,-89.7683605,Creekside Junior High,65434 Highway 41,Pearl River,LA
381,30.00031155,-90.1895608,Crescent City Christian High School,4828 Utica Street,Metairie,LA
